,Date,PM10,NO2,SO2,O3,AQI
481,2016-04-26,306.08,97.93,38.53,86.82,314.0
482,2016-04-27,379.7,108.53,33.53,87.74,377.0
483,2016-04-28,354.17,80.4,35.7,117.59,390.0
484,2016-04-29,383.05,88.26,38.0,56.3,392.0
485,2016-04-30,383.05,51.53,13.83,59.71,342.0
486,2016-05-01,383.05,52.3,10.98,74.25,297.0
487,2016-05-02,383.05,41.26,10.0,70.42,275.0
488,2016-05-03,284.55,59.73,21.42,101.53,281.0
489,2016-05-04,297.94,61.77,26.13,91.18,309.0
490,2016-05-05,173.86,46.27,18.35,79.9,262.0
491,2016-05-06,136.92,55.07,20.23,65.26,194.0
492,2016-05-07,193.14,66.68,20.15,75.61,229.0
493,2016-05-08,208.75,64.2,25.25,81.61,246.0
494,2016-05-09,168.66,48.67,18.97,79.06,225.0
495,2016-05-10,174.94,57.52,22.26,68.57,221.0
496,2016-05-11,112.6,52.3,16.32,61.02,185.0
497,2016-05-12,207.98,64.25,17.95,76.43,218.0
498,2016-05-13,250.51,60.29,16.54,95.52,310.0
499,2016-05-14,292.64,67.71,20.49,86.22,307.0
500,2016-05-15,379.8,57.06,18.7,56.63,325.0
501,2016-05-16,247.95,58.46,21.19,62.4,316.0
502,2016-05-17,249.27,62.4,27.34,89.66,302.0
503,2016-05-18,266.72,80.57,31.96,105.42,318.0
504,2016-05-19,219.01,67.73,27.98,85.76,300.0
505,2016-05-20,186.97,52.02,12.82,77.8,246.0
506,2016-05-21,233.72,48.23,13.08,107.9,255.0
507,2016-05-22,149.31,53.42,15.3,101.65,218.0
508,2016-05-23,163.9,45.86,16.69,93.48,252.0
509,2016-05-24,103.26,43.57,13.46,75.38,190.0
510,2016-05-25,240.52,50.77,13.98,126.55,256.0
511,2016-05-26,293.73,48.12,11.79,160.06,311.0
512,2016-05-27,379.29,50.38,13.73,169.35,381.0
513,2016-05-28,314.0,34.37,15.48,120.76,409.0
514,2016-05-29,169.36,35.71,10.6,101.26,269.0
515,2016-05-30,101.24,50.18,11.3,73.43,187.0
516,2016-05-31,214.14,49.41,9.15,83.4,225.0
517,2016-06-01,251.87,44.55,13.11,86.34,283.0
518,2016-06-02,298.5,49.88,13.87,94.77,316.0
519,2016-06-03,296.64,74.99,21.41,129.18,361.0
520,2016-06-04,274.63,75.26,15.4,115.31,330.0
521,2016-06-05,166.28,36.69,11.7,78.8,256.0
522,2016-06-06,208.17,45.47,14.68,100.24,237.0
523,2016-06-07,152.18,45.5,15.9,82.33,246.0
524,2016-06-08,143.88,57.31,19.95,79.75,202.0
525,2016-06-09,187.69,49.67,15.09,84.94,209.0
526,2016-06-10,239.74,51.75,18.14,92.8,262.0
527,2016-06-11,225.52,38.84,9.83,68.93,280.0
528,2016-06-12,272.34,40.04,9.78,70.91,279.0
529,2016-06-13,332.91,34.52,10.14,98.09,357.0
530,2016-06-14,197.51,38.55,8.29,57.42,266.0
531,2016-06-15,330.36,37.74,11.23,65.24,330.0
532,2016-06-16,109.42,30.44,9.89,56.97,248.0
533,2016-06-17,120.06,41.27,10.43,59.25,172.0
534,2016-06-18,142.57,33.98,8.64,68.32,234.0
535,2016-06-19,101.54,32.55,9.51,56.24,201.0
536,2016-06-20,84.18,40.24,11.24,52.76,206.0
537,2016-06-21,54.85,32.04,10.54,43.4,159.0
538,2016-06-22,99.89,31.89,7.88,51.74,187.0
539,2016-06-23,98.88,37.7,8.34,55.92,228.0
540,2016-06-24,331.1,45.29,9.03,101.3,284.0
541,2016-06-25,175.26,50.91,10.87,79.26,310.0
542,2016-06-26,86.63,40.57,8.71,58.37,158.0
543,2016-06-27,112.46,37.28,7.63,51.76,154.0
544,2016-06-28,96.05,40.07,9.77,55.61,187.0
545,2016-06-29,68.43,37.01,10.22,44.44,180.0
546,2016-06-30,103.25,34.17,9.43,51.31,190.0
547,2016-07-01,113.1,29.28,7.97,37.35,164.0
548,2016-07-02,96.62,33.9,7.81,40.49,148.0
549,2016-07-03,95.26,36.79,8.77,48.9,154.0
550,2016-07-04,75.83,37.93,8.88,52.3,160.0
551,2016-07-05,162.2,47.24,8.51,55.57,165.0
552,2016-07-06,143.29,34.78,7.6,57.81,210.0
553,2016-07-07,80.82,27.69,8.73,42.67,158.0
554,2016-07-08,98.86,42.07,8.38,45.55,172.0
555,2016-07-09,87.81,30.77,7.73,45.1,151.0
556,2016-07-10,86.18,35.91,7.94,43.24,143.0
557,2016-07-11,74.51,33.57,7.74,42.22,156.0
558,2016-07-12,57.16,32.55,9.06,43.95,108.0
559,2016-07-13,79.1,31.96,8.23,50.01,163.0
560,2016-07-14,56.29,29.7,7.39,47.3,247.0
561,2016-07-15,88.23,29.17,6.58,36.35,123.0
562,2016-07-16,44.48,22.38,7.18,33.31,106.0
563,2016-07-17,38.59,15.75,7.0,28.11,202.0
564,2016-07-18,77.07,32.85,7.31,36.73,120.0
565,2016-07-19,166.27,31.4,6.78,44.7,135.0
566,2016-07-20,203.09,34.96,9.36,61.07,245.0
567,2016-07-21,240.86,37.8,7.27,56.3,280.0
568,2016-07-22,157.41,37.42,8.63,64.4,269.0
569,2016-07-23,80.14,23.88,7.23,51.32,163.0
570,2016-07-24,124.47,56.56,8.91,65.42,163.0
571,2016-07-25,163.57,58.4,7.93,62.62,195.0
572,2016-07-26,95.08,40.48,8.2,52.3,163.0
573,2016-07-27,58.09,40.86,10.82,56.73,108.0
574,2016-07-28,68.69,42.81,9.95,72.25,134.0
575,2016-07-29,76.89,44.18,9.87,70.34,155.0
576,2016-07-30,50.0,36.78,8.69,49.28,116.0
577,2016-07-31,70.62,32.5,8.01,85.11,136.0
578,2016-08-01,53.42,29.86,10.33,68.03,150.0
579,2016-08-02,55.33,34.87,8.23,91.54,121.0
580,2016-08-03,67.92,36.14,6.96,92.81,149.0
581,2016-08-04,87.48,35.93,9.03,86.42,178.0
582,2016-08-05,78.77,33.68,9.36,63.17,120.0
583,2016-08-06,76.69,38.29,9.81,68.19,140.0
584,2016-08-07,75.19,31.42,10.02,67.17,142.0
585,2016-08-08,82.26,34.27,8.48,73.28,141.0
586,2016-08-09,64.76,29.05,8.02,59.76,125.0
587,2016-08-10,54.92,30.76,9.75,53.53,127.0
588,2016-08-11,32.79,29.78,8.37,54.64,119.0
589,2016-08-12,84.46,34.9,8.73,70.12,111.0
590,2016-08-13,92.71,43.49,7.77,68.22,132.0
591,2016-08-14,80.14,42.53,12.53,81.39,149.0
592,2016-08-15,185.99,32.96,8.87,91.79,166.0
593,2016-08-16,245.72,28.74,7.97,83.64,274.0
594,2016-08-17,247.59,36.46,11.16,85.32,295.0
595,2016-08-18,132.65,51.48,9.22,72.82,219.0
596,2016-08-19,153.16,43.97,8.84,69.54,169.0
597,2016-08-20,90.68,35.84,8.56,59.67,174.0
598,2016-08-21,65.58,27.58,9.02,42.88,111.0
599,2016-08-22,78.83,31.31,7.97,43.07,93.0
600,2016-08-23,85.48,39.47,8.06,50.23,107.0
601,2016-08-24,73.22,32.04,10.86,48.2,127.0
602,2016-08-25,118.92,35.41,8.23,32.24,93.0
603,2016-08-26,125.44,35.61,9.57,41.9,142.0
604,2016-08-27,125.44,20.84,7.91,26.55,93.0
605,2016-08-28,170.2,28.7,7.04,27.7,224.0
606,2016-08-29,189.12,37.48,8.92,40.47,169.0
607,2016-08-30,89.57,42.73,9.22,41.9,110.0
608,2016-08-31,60.16,41.82,8.72,41.57,100.0
609,2016-09-01,47.47,51.78,9.47,54.7,109.0
610,2016-09-02,111.18,41.71,9.37,64.8,154.0
611,2016-09-03,208.01,40.85,10.09,68.7,216.0
612,2016-09-04,269.42,31.96,9.05,56.8,262.0
613,2016-09-05,246.81,33.42,9.87,57.01,260.0
614,2016-09-06,282.23,34.74,10.61,61.24,329.0
615,2016-09-07,233.83,39.21,14.63,75.45,291.0
616,2016-09-08,260.6,39.69,12.02,63.76,300.0
617,2016-09-09,277.61,43.67,10.34,49.75,335.0
618,2016-09-10,190.45,38.14,10.81,55.82,240.0
619,2016-09-11,164.1,40.58,10.92,52.36,177.0
620,2016-09-12,178.47,39.41,9.59,54.62,178.0
621,2016-09-13,184.5,43.84,10.93,63.46,193.0
622,2016-09-14,109.64,45.6,11.21,64.32,150.0
623,2016-09-15,198.81,54.73,11.6,77.97,215.0
624,2016-09-16,185.86,57.22,12.39,70.09,233.0
625,2016-09-17,207.91,56.8,12.78,75.84,220.0
626,2016-09-18,185.57,56.82,10.89,74.51,266.0
627,2016-09-19,143.48,67.37,14.63,88.62,192.0
628,2016-09-20,141.3,86.2,16.12,134.72,264.0
629,2016-09-21,131.06,70.0,17.12,144.45,284.0
630,2016-09-22,67.29,44.35,13.44,72.31,150.0
631,2016-09-23,125.31,57.24,13.77,78.31,134.0
632,2016-09-24,112.36,53.66,14.63,67.97,197.0
633,2016-09-25,137.48,55.69,15.5,73.87,175.0
634,2016-09-26,194.71,68.3,15.11,89.95,236.0
635,2016-09-27,109.5,41.03,13.68,62.19,185.0
636,2016-09-28,260.01,100.66,11.94,113.81,103.0
637,2016-09-29,189.62,63.0,15.28,96.64,289.0
638,2016-09-30,179.81,65.05,15.0,87.95,224.0
639,2016-10-01,232.03,73.71,24.55,109.06,312.0
640,2016-10-02,199.61,59.82,16.28,75.58,234.0
641,2016-10-03,210.04,66.31,12.96,97.36,282.0
642,2016-10-04,272.34,78.18,13.68,123.99,351.0
643,2016-10-05,150.37,77.96,14.4,85.94,232.0
644,2016-10-06,229.25,87.85,15.09,109.08,280.0
645,2016-10-07,274.97,74.99,14.63,97.13,311.0
646,2016-10-08,317.62,76.99,14.9,98.7,408.0
647,2016-10-09,317.13,92.64,17.2,128.17,416.0
648,2016-10-10,290.85,88.86,17.3,112.52,387.0
649,2016-10-11,327.75,83.87,16.52,104.67,408.0
650,2016-10-12,309.88,83.3,20.1,93.47,405.0
651,2016-10-13,295.1,81.11,19.17,78.81,371.0
652,2016-10-14,303.27,87.15,20.72,87.84,375.0
653,2016-10-15,368.81,108.83,22.1,120.33,400.0
654,2016-10-16,316.53,89.01,24.72,99.74,430.0
655,2016-10-17,346.31,94.29,27.27,112.83,425.0
656,2016-10-18,352.64,95.27,22.25,101.0,438.0
657,2016-10-19,339.79,91.52,24.66,73.0,428.0
658,2016-10-20,361.08,90.28,24.72,107.03,425.0
659,2016-10-21,477.65,88.27,26.66,32.06,496.0
660,2016-10-22,442.68,84.96,20.7,53.5,472.0
661,2016-10-23,372.09,90.22,19.38,122.74,470.0
662,2016-10-24,367.17,88.17,21.68,109.22,454.0
663,2016-10-25,290.42,82.7,23.46,83.78,396.0
664,2016-10-26,413.49,111.23,25.0,85.57,413.0
665,2016-10-27,535.53,120.07,23.95,82.06,558.0
666,2016-10-28,503.0,119.42,27.89,107.12,570.0
667,2016-10-29,516.59,162.5,54.38,139.22,554.0
668,2016-10-30,528.41,112.59,40.23,257.73,522.0
669,2016-10-31,521.21,113.21,71.56,153.52,520.0
670,2016-11-01,537.51,120.66,33.34,193.31,550.0
671,2016-11-02,693.21,149.12,26.66,160.01,593.0
672,2016-11-03,483.99,148.92,29.4,108.33,625.0
673,2016-11-04,475.1,131.92,25.93,177.07,480.0
674,2016-11-05,763.58,113.31,22.21,39.05,603.0
675,2016-11-06,708.8,128.15,22.61,39.21,676.0
676,2016-11-07,527.64,123.36,23.88,33.33,716.0
677,2016-11-08,471.47,92.18,21.36,35.0,542.0
678,2016-11-09,415.79,103.26,21.52,33.89,455.0
679,2016-11-10,464.27,133.98,29.45,42.27,471.0
680,2016-11-11,491.38,147.03,35.04,50.03,514.0
681,2016-11-12,437.21,127.18,34.7,43.22,491.0
682,2016-11-13,388.97,113.74,51.78,66.96,469.0
683,2016-11-14,266.97,119.58,22.7,63.1,404.0
684,2016-11-15,399.5,116.66,21.98,37.37,379.0
685,2016-11-16,391.88,109.65,23.97,35.58,428.0
686,2016-11-17,412.95,96.23,21.65,37.74,504.0
687,2016-11-18,409.98,102.95,23.11,37.26,512.0
688,2016-11-19,412.35,114.11,30.47,48.81,494.0
689,2016-11-20,350.18,117.17,27.23,53.69,438.0
690,2016-11-21,439.26,128.85,26.25,50.47,474.0
691,2016-11-22,399.82,111.52,25.26,32.17,471.0
692,2016-11-23,443.12,98.73,30.13,38.25,432.0
693,2016-11-24,478.72,109.5,22.29,35.12,397.0
694,2016-11-25,399.13,68.9,20.99,40.07,375.0
695,2016-11-26,325.47,70.01,23.22,39.94,330.0
696,2016-11-27,336.16,71.29,22.68,38.99,347.0
697,2016-11-28,312.58,82.99,29.33,36.12,274.0
698,2016-11-29,489.62,133.28,27.59,40.89,360.0
699,2016-11-30,437.91,95.64,20.23,44.16,441.0
700,2016-12-01,473.72,83.15,19.08,49.44,418.0
701,2016-12-02,422.11,101.67,20.38,34.89,474.0
702,2016-12-03,432.38,97.75,23.49,34.86,419.0
703,2016-12-04,426.63,109.4,22.96,33.98,379.0
704,2016-12-05,417.29,78.79,23.92,31.6,389.0
705,2016-12-06,497.31,96.68,23.11,38.89,402.0
706,2016-12-07,414.27,81.86,23.69,53.91,472.0
707,2016-12-08,374.88,72.44,22.2,36.02,422.0
708,2016-12-09,502.98,71.44,23.47,38.31,443.0
709,2016-12-10,249.35,58.86,20.83,41.6,413.0
710,2016-12-11,294.81,50.79,22.65,37.83,351.0
711,2016-12-12,365.65,76.9,23.52,30.87,418.0
712,2016-12-13,438.88,76.81,21.71,32.12,413.0
713,2016-12-14,336.29,66.38,18.5,33.54,379.0
714,2016-12-15,345.07,61.53,20.65,34.65,359.0
715,2016-12-16,443.63,85.26,23.5,33.68,390.0
716,2016-12-17,450.31,88.54,21.22,33.35,437.0
717,2016-12-18,433.94,86.92,21.99,34.3,411.0
718,2016-12-19,445.54,88.02,21.32,31.86,443.0
719,2016-12-20,324.2,68.35,22.9,34.48,377.0
720,2016-12-21,291.75,66.67,22.63,33.78,317.0
721,2016-12-22,399.43,82.03,24.9,37.52,349.0
722,2016-12-23,616.99,122.88,22.09,45.0,470.0
723,2016-12-24,605.65,114.03,19.54,41.56,576.0
724,2016-12-25,346.57,59.88,19.37,38.99,412.0
725,2016-12-26,307.64,65.49,22.82,36.31,338.0
726,2016-12-27,395.37,93.45,24.51,36.9,319.0
727,2016-12-28,515.41,129.41,26.1,40.19,455.0
728,2016-12-29,535.68,108.76,21.6,55.09,524.0
729,2016-12-30,368.9,62.46,23.47,43.97,381.0
730,2016-12-31,353.61,56.66,23.82,42.84,338.0
731,2017-01-01,402.31,66.19,25.13,50.03,332.0
732,2017-01-02,440.18,95.55,22.29,47.86,384.0
733,2017-01-03,390.67,90.79,25.33,42.9,373.0
734,2017-01-04,341.15,91.07,23.11,41.13,439.0
735,2017-01-05,352.83,87.15,25.15,41.95,318.0
736,2017-01-06,278.62,65.86,20.52,44.04,390.0
737,2017-01-07,170.19,38.85,22.19,47.75,332.0
738,2017-01-08,218.67,52.31,32.22,45.09,283.0
739,2017-01-09,266.86,64.33,24.76,42.66,300.0
740,2017-01-10,239.51,59.2,19.1,36.04,305.0
741,2017-01-11,314.69,67.72,21.36,29.92,337.0
742,2017-01-12,423.24,79.35,20.33,32.17,417.0
743,2017-01-13,426.02,85.07,24.71,33.09,426.0
744,2017-01-14,318.52,84.75,11.7,29.53,439.0
745,2017-01-15,281.83,63.97,17.67,24.93,382.0
746,2017-01-16,284.88,60.94,20.6,33.86,397.0
747,2017-01-17,206.63,51.44,18.44,36.21,330.0
748,2017-01-18,268.67,66.94,20.52,34.21,358.0
749,2017-01-19,225.03,55.95,20.86,34.42,376.0
750,2017-01-20,207.03,63.7,22.23,39.1,334.0
751,2017-01-21,226.74,63.36,17.93,18.33,387.0
752,2017-01-22,360.04,63.71,18.75,19.1,446.0
753,2017-01-23,277.25,67.27,20.61,20.57,379.0
754,2017-01-24,386.49,92.12,24.56,37.93,375.0
755,2017-01-25,370.37,88.02,23.95,40.58,450.0
756,2017-01-26,166.57,50.39,22.04,34.78,340.0
757,2017-01-27,80.21,42.24,18.11,36.05,203.0
758,2017-01-28,144.49,45.82,18.1,36.87,236.0
759,2017-01-29,171.91,46.68,18.12,39.39,252.0
760,2017-01-30,276.2,65.43,20.29,36.47,302.0
761,2017-01-31,316.16,82.78,22.81,35.58,358.0
762,2017-02-01,251.31,64.08,19.51,34.75,317.0
763,2017-02-02,410.79,93.86,18.84,36.78,387.0
764,2017-02-03,427.02,88.38,19.98,39.02,438.0
765,2017-02-04,324.14,62.01,17.04,43.9,407.0
766,2017-02-05,286.46,49.57,18.3,44.68,312.0
767,2017-02-06,414.89,60.62,17.23,35.21,367.0
768,2017-02-07,218.27,55.29,16.07,36.12,263.0
769,2017-02-08,325.78,69.98,17.2,34.28,287.0
770,2017-02-09,303.04,67.24,20.84,36.78,346.0
771,2017-02-10,272.12,62.77,20.09,35.09,314.0
772,2017-02-11,275.18,58.31,17.55,31.87,314.0
773,2017-02-12,250.37,56.97,19.9,31.11,314.0
774,2017-02-13,268.92,73.3,21.25,36.88,298.0
775,2017-02-14,358.24,81.51,21.87,35.28,319.0
776,2017-02-15,386.01,82.14,21.26,31.92,382.0
777,2017-02-16,335.5,78.82,21.02,31.57,352.0
778,2017-02-17,330.9,72.55,19.33,32.42,309.0
779,2017-02-18,352.54,71.98,19.29,30.24,301.0
780,2017-02-19,364.83,68.84,18.33,29.1,274.0
781,2017-02-20,406.49,67.45,23.96,35.07,313.0
782,2017-02-21,303.47,60.72,19.57,33.71,310.0
783,2017-02-22,270.3,65.62,19.84,38.35,258.0
784,2017-02-23,158.96,55.22,13.77,44.58,238.0
785,2017-02-24,104.82,42.2,6.64,55.11,449.0
786,2017-02-25,103.74,46.64,8.41,55.2,516.0
787,2017-02-26,198.09,59.34,17.55,31.79,520.0
788,2017-02-27,255.65,72.8,21.66,35.64,363.0
789,2017-02-28,382.34,94.66,28.15,38.79,362.0
790,2017-03-01,359.47,79.46,24.07,45.24,397.0
791,2017-03-02,300.55,69.08,23.53,35.22,280.0
792,2017-03-03,181.19,56.64,19.69,32.02,206.0
793,2017-03-04,196.84,60.55,22.03,27.77,190.0
794,2017-03-05,229.62,61.48,25.34,31.88,210.0
795,2017-03-06,242.14,64.99,26.91,30.68,201.0
796,2017-03-07,307.78,65.16,30.7,34.43,243.0
797,2017-03-08,224.36,49.88,24.14,35.35,267.0
798,2017-03-09,142.78,39.68,20.15,45.45,245.0
799,2017-03-10,106.39,33.32,17.93,47.51,165.0
800,2017-03-11,110.65,32.0,19.4,47.14,102.0
801,2017-03-12,169.87,32.11,20.11,42.82,159.0
802,2017-03-13,182.79,27.78,19.33,34.2,174.0
803,2017-03-14,284.27,34.28,22.37,34.99,270.0
804,2017-03-15,319.97,42.06,23.96,32.01,397.0
805,2017-03-16,348.95,42.18,23.59,31.9,371.0
806,2017-03-17,288.64,38.7,21.42,32.6,328.0
807,2017-03-18,267.96,46.65,22.29,33.42,254.0
808,2017-03-19,350.42,51.65,22.89,31.83,342.0
809,2017-03-20,332.73,49.53,22.25,30.92,367.0
810,2017-03-21,365.67,51.94,24.38,28.61,400.0
811,2017-03-22,405.64,69.31,28.88,20.88,390.0
812,2017-03-23,342.53,70.55,27.21,31.7,417.0
813,2017-03-24,282.88,79.52,22.09,19.74,359.0
814,2017-03-25,254.71,83.82,15.18,22.26,309.0
815,2017-03-26,247.77,78.84,14.85,23.14,292.0
816,2017-03-27,218.98,79.24,17.55,23.49,278.0
817,2017-03-28,289.95,85.54,18.24,18.81,320.0
818,2017-03-29,311.56,75.87,17.26,15.36,350.0
819,2017-03-30,204.22,76.28,23.72,14.88,234.0
820,2017-03-31,285.69,84.22,20.48,22.61,233.0
821,2017-04-01,291.02,81.75,20.05,22.94,341.0
822,2017-04-02,210.86,77.96,19.33,34.73,259.0
823,2017-04-03,192.27,83.8,24.03,32.92,204.0
824,2017-04-04,234.82,73.67,24.14,31.95,220.0
825,2017-04-05,207.72,64.65,19.75,29.86,255.0
826,2017-04-06,252.48,67.13,17.21,30.66,211.0
827,2017-04-07,543.0,74.99,27.69,35.44,428.0
828,2017-04-08,410.15,77.6,33.4,36.52,497.0
829,2017-04-09,190.42,68.1,22.78,52.48,289.0
830,2017-04-10,237.88,72.06,21.85,54.89,285.0
831,2017-04-11,253.07,71.58,24.49,45.45,368.0
832,2017-04-12,309.37,61.17,32.76,33.49,304.0
833,2017-04-13,375.82,87.79,43.82,27.66,377.0
834,2017-04-14,371.87,110.15,50.31,43.31,418.0
835,2017-04-15,343.62,102.4,42.8,28.5,355.0
836,2017-04-16,409.95,102.55,62.6,40.1,416.0
837,2017-04-17,389.03,102.55,42.39,35.43,403.0
838,2017-04-18,400.78,88.05,44.15,28.65,415.0
839,2017-04-19,356.47,80.08,41.33,32.02,412.0
840,2017-04-20,324.19,93.15,37.38,49.2,394.0
841,2017-04-21,409.7,103.25,30.82,56.86,357.0
842,2017-04-22,263.66,93.8,30.82,56.86,291.0
843,2017-04-23,260.82,75.05,29.4,55.86,244.0
844,2017-04-24,266.24,61.32,31.95,42.6,287.0
845,2017-04-25,287.92,69.59,39.9,50.43,254.0
846,2017-04-26,189.5,72.94,29.27,38.6,242.0
847,2017-04-27,271.06,73.49,46.69,41.04,223.0
848,2017-04-28,271.94,68.76,39.58,33.66,243.0
849,2017-04-29,303.75,85.21,54.52,40.95,237.0
850,2017-04-30,234.05,65.55,46.62,57.8,275.0
851,2017-05-01,211.83,70.38,56.64,42.85,183.0
852,2017-05-02,313.23,108.48,50.78,58.08,370.0
853,2017-05-03,367.73,97.21,54.83,43.78,419.0
854,2017-05-04,302.02,67.76,34.97,45.95,317.0
855,2017-05-05,429.32,75.66,46.67,50.69,455.0
856,2017-05-06,363.53,92.19,51.7,43.3,435.0
857,2017-05-07,376.33,92.34,45.39,42.33,468.0
858,2017-05-08,392.34,94.19,52.99,39.49,442.0
859,2017-05-09,334.65,65.21,36.94,43.99,400.0
860,2017-05-10,242.54,46.48,35.61,61.69,223.0
861,2017-05-11,263.87,62.22,44.94,68.53,220.0
862,2017-05-12,500.59,70.84,65.5,66.7,474.0
863,2017-05-13,356.85,87.53,53.24,63.83,479.0
864,2017-05-14,334.51,70.37,44.98,41.08,373.0
865,2017-05-15,381.35,75.55,46.16,34.75,354.0
866,2017-05-16,375.15,54.83,41.96,52.5,349.0
867,2017-05-17,287.99,47.84,39.01,48.38,264.0
868,2017-05-18,279.92,50.3,55.11,52.39,188.0
869,2017-05-19,329.12,58.93,41.31,45.33,294.0
870,2017-05-20,352.76,59.74,36.26,46.67,334.0
871,2017-05-21,505.07,52.38,40.4,49.89,505.0
872,2017-05-22,386.67,63.7,35.36,40.92,349.0
873,2017-05-23,326.02,84.21,37.55,39.59,421.0
874,2017-05-24,252.35,80.72,42.21,39.1,238.0
875,2017-05-25,222.88,65.71,41.43,30.8,204.0
876,2017-05-26,301.57,79.07,41.4,53.9,289.0
877,2017-05-27,317.07,50.12,38.55,53.22,236.0
878,2017-05-28,150.34,45.6,31.5,57.01,148.0
879,2017-05-29,150.23,55.2,26.99,49.0,94.0
880,2017-05-30,174.62,64.11,26.15,54.23,130.0
881,2017-05-31,137.62,69.98,21.94,50.95,123.0
882,2017-06-01,257.16,97.33,23.0,65.67,192.0
883,2017-06-02,354.35,131.55,24.75,45.77,324.0
884,2017-06-03,362.94,119.37,23.23,42.56,357.0
885,2017-06-04,436.35,92.68,22.69,29.97,393.0
886,2017-06-05,320.91,64.07,18.63,20.67,302.0
887,2017-06-06,348.79,57.63,16.51,26.41,239.0
888,2017-06-07,233.62,70.77,23.51,39.61,210.0
889,2017-06-08,233.62,79.9,23.51,39.61,77.0
890,2017-06-09,295.56,76.52,23.51,39.61,89.0
891,2017-06-10,295.56,80.04,23.51,39.61,143.0
892,2017-06-11,295.56,77.07,23.51,39.61,80.0
893,2017-06-12,166.25,106.23,23.51,39.61,92.0
894,2017-06-13,244.14,96.64,23.51,39.61,112.0
895,2017-06-14,310.73,86.9,23.51,39.61,117.0
896,2017-06-15,205.5,139.09,23.51,39.61,101.0
897,2017-06-16,124.35,80.43,23.51,39.61,106.0
898,2017-06-17,87.16,70.93,23.51,39.61,88.0
899,2017-06-18,218.93,56.65,23.51,39.61,94.0
900,2017-06-19,228.2,36.63,23.51,39.61,150.0
901,2017-06-20,88.82,99.75,23.51,39.61,97.0
902,2017-06-21,87.74,63.2,23.51,39.61,109.0
903,2017-06-22,124.6,36.35,23.51,39.61,124.0
904,2017-06-23,160.22,103.29,23.51,39.61,124.0
905,2017-06-24,245.23,83.84,23.51,39.61,111.0
906,2017-06-25,325.29,71.42,23.51,39.61,148.0
907,2017-06-26,359.19,53.97,23.51,39.61,108.0
908,2017-06-27,286.38,54.02,23.51,39.61,73.0
909,2017-06-28,128.18,58.02,23.51,39.61,58.0
910,2017-06-29,103.8,35.01,23.51,39.61,58.0
911,2017-06-30,90.41,32.97,23.51,39.61,46.0
912,2017-07-01,224.62,17.4,23.51,39.61,84.0
913,2017-07-02,223.56,11.37,23.51,39.61,54.0
914,2017-07-03,246.98,20.06,23.51,39.61,49.0
915,2017-07-04,246.98,19.37,23.51,39.61,149.0
916,2017-07-05,246.98,14.86,23.51,39.61,212.0
917,2017-07-06,246.98,18.32,23.51,39.61,85.0
918,2017-07-07,246.98,18.21,23.51,39.61,77.0
919,2017-07-08,246.98,23.52,23.51,39.61,65.0
920,2017-07-09,246.98,21.16,23.51,39.61,108.0
921,2017-07-10,246.98,18.81,23.51,39.61,78.0
922,2017-07-11,246.98,21.44,23.51,39.61,59.0
923,2017-07-12,246.98,19.98,23.51,39.61,47.0
924,2017-07-13,246.98,21.59,23.51,39.61,39.0
925,2017-07-14,246.98,38.36,23.51,39.61,40.0
926,2017-07-15,246.98,77.47,23.51,39.61,56.0
927,2017-07-16,246.98,76.98,23.51,39.61,65.0
928,2017-07-17,246.98,86.61,23.51,39.61,71.0
929,2017-07-18,246.98,126.91,23.51,39.61,97.0
930,2017-07-19,246.98,137.15,23.51,39.61,118.0
931,2017-07-20,246.98,61.54,23.51,39.61,116.0
932,2017-07-21,246.98,23.67,23.51,39.61,53.0
933,2017-07-22,246.98,19.9,23.51,39.61,30.0
934,2017-07-23,246.98,18.22,23.51,39.61,37.0
935,2017-07-24,246.98,19.95,23.51,39.61,35.0
936,2017-07-25,246.98,18.1,23.51,39.61,37.0
937,2017-07-26,246.98,21.95,23.51,39.61,32.0
938,2017-07-27,246.98,25.33,23.51,39.61,41.0
939,2017-07-28,246.98,24.07,23.51,39.61,42.0
940,2017-07-29,246.98,22.87,23.51,39.61,47.0
941,2017-07-30,246.98,20.58,23.51,39.61,30.0
942,2017-07-31,246.98,26.19,23.51,39.61,29.0
943,2017-08-01,246.98,23.4,23.51,39.61,44.0
944,2017-08-02,246.98,26.54,23.51,39.61,40.0
945,2017-08-03,246.98,29.16,23.51,39.61,49.0
946,2017-08-04,246.98,33.74,23.51,39.61,50.0
947,2017-08-05,246.98,42.98,23.51,39.61,88.0
948,2017-08-06,246.98,41.75,23.51,39.61,99.0
949,2017-08-07,246.98,32.2,23.51,39.61,110.0
950,2017-08-08,246.98,29.91,23.51,39.61,68.0
951,2017-08-09,246.98,48.7,23.51,39.61,73.0
952,2017-08-10,246.98,64.0,23.51,39.61,95.0
953,2017-08-11,246.98,35.39,23.51,39.61,58.0
954,2017-08-12,246.98,35.39,23.51,39.61,45.0
955,2017-08-13,246.98,35.39,23.51,39.61,45.0
956,2017-08-14,246.98,88.07,23.51,39.61,45.0
957,2017-08-15,246.98,49.91,23.51,39.61,59.0
958,2017-08-16,246.98,64.66,23.51,39.61,53.0
959,2017-08-17,246.98,68.78,23.51,39.61,66.0
960,2017-08-18,246.98,60.15,23.51,39.61,70.0
961,2017-08-19,246.98,39.67,23.51,39.61,70.0
